ind,text,suspicion.score,group,common
2277,loves life on the island  the movies grows pesky while the scenery .,1,alzantot,FALSE
2278,lan yu is certainly a serviceable melodrama  but it doesn't even try for the greatness that happy together shoots for ( and misses ) .,1,orig,FALSE
2279,imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you've imagined the ring .,1,orig,FALSE
2280,more sophisticated and literate than such pictures usually are . . . an amusing little catch .,4,orig,FALSE
2281,in death to smoochy  we don't get williams' usual tear and a smile  just sneers and bile  and the spectacle is nothing short of refreshing .,3,orig,FALSE
2282,this is carion's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,2,orig,FALSE
2283,maid in manhattan might not look so appealing on third or fourth viewing down the road . . . but as a high concept vehicle for two bright stars of the moment who can rise to fans' lofty expectations  the movie passes inspection .,3,orig,FALSE
2284,an involving  inspirational drama that sometimes falls prey to its sob-story trappings .,1,orig,FALSE
2285,the talk-heavy film plays lije one of robert altman's lesser works .,2,pruthi,FALSE
2286,criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes my big fat greek wedding look lije an apartheid drama .,2,pruthi,FALSE
2287,full of the kind of obnoxious chitchst that only self-aware neurotics engage in .,2,pruthi,FALSE
2288,the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's fumny .,1,pruthi,FALSE
2289,it's digficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks .,1,pruthi,FALSE
2290,the quiet american  begins in saigon in 1952 . that's its first sin of trouble .,3,pruthi,FALSE
2291,demme gets a lot of flavor and spice into his charade remake  but he can't dishuise that he's spiffing up leftovers that aren't so substantial or fresh .,1,pruthi,FALSE
2292,the 70-year-old godard has gotten  to judge from in praise of love  the genre of bitter old crank who sits behind his light meter and harangues the suspected injustices of the artistic world-at-large without doing all that much to correct them .,2,alzantot,FALSE
2293,'ejemplo de una cinta en que no importa el talento de su reparto o lo interesante que pudo haber resultado su premisa  pues el resultado es francamente aburrido y  por momentos  pitiable . ',1,alzantot,FALSE
2294,a tremendous fart coming from a director beginning to resemble someone's crazy french grandfather .,2,alzantot,FALSE
2295,be prepared to cling to the edge of your seat  tense with suspense . the ring never allows you off the hook .,2,alzantot,FALSE
2296,it might be 'easier' to watch on video at home  but that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experiment .,1,alzantot,FALSE
2297,it could change america  not only because it is full of necessary discussion points  but because it is so accessible that it makes tricky policy understandable to viewers looking for nothing but energetic entertainment .,1,alzantot,FALSE
2298,but buying into sham truths and routine  indie  film  freundlich has delivered just another safe movie . it's not horrible  just horribly uninspired .,2,alzantot,FALSE
2299,by the end of it all i sort of loved the people onscreen  even though i could not stand them . eventually the film should be seen as a conversation starter . it's not an easy one to review .,5,textfooler,FALSE
2300,the film fosters the scientific over the spectacular ( visually speaking ) .,3,textfooler,FALSE
2301,reeboir varies between a sweet smile and an angry bark  while said attempts to wear down possible pupils through repetition . it has no affect on the kurds  but it focused me down .,2,textfooler,FALSE
2302,the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the question with the film is whether these ambitions  laudable in themselves  justify a theatrical simulation of the death camp of auschwitz ii-birkenau .,2,textfooler,FALSE
2303,behan's memoir is great material for a film -- rowdy  brawny and lyrical in the best irish sense -- but sheridan has broached for a lugubrious romance .,1,textfooler,FALSE
2304,flashy gadgets and whirling fight sequential may look cool  but they can't distract from the mistake support structure holding equilibrium up .,2,textfooler,FALSE
2305,good agents have a radar for juicy roles -- there's a plethora of characters in this picture  and not one of them is flat .,2,textfooler,FALSE
2306,the film d have been more satisfying if it had  in fact  been fleshed out a little more instead of going for easy smiles .,2,bae,FALSE
2307,it's plotless  shapeless -- and yet  it must be admitted  not entirely humorless . indeed  the more outrageous bits ield a shock-you-into-laughter intensity of almost dadaist proportions .,2,bae,FALSE
2308,i don't think i laughed out loud once . and when you're talking about a slapstick comedy  that's a pretty big gie .,1,bae,FALSE
2309,the movie's ized details are all in the performances  from foreman's barking-mad taylor to thewlis's smoothly sinister freddie and bettany/mcdowell's hard-eyed gangster .,5,bae,FALSE
2310,the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year  but it's really more of the next pretty smic thing .,2,bae,FALSE
2311,branagh  in his most sque non-shakespeare screen performance  grounds even the softest moments in the angry revolt of his wit .,4,bae,FALSE
2312,'it's better to go in knowing full well what's going to happen  but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . cynics s not apply . ',1,bae,FALSE
2313,'like a child with an important message to tell . . . [skins'] faults are ugh to forgive because the intentions are lofty . ',4,bae,FALSE
2314,alternating between facetious comic joke and pulp melodrama  this smart-aleck filmmaking . . . tosses about some intriguing questions about the difference between human and android life .,1,alzantot,FALSE
2315,the talk-heavy film plays like one of robert altman's lesser works .,4,orig,FALSE
2316,criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes my big fat greek wedding look like an apartheid drama .,2,orig,FALSE
2317,full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,2,orig,FALSE
2318,the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's funny .,1,orig,FALSE
2319,it's difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks .,4,orig,FALSE
2320,the quiet american  begins in saigon in 1952 . that's its first sign of trouble .,2,orig,FALSE
2321,demme gets a lot of flavor and spice into his charade remake  but he can't disguise that he's spiffing up leftovers that aren't so substantial or fresh .,4,orig,FALSE
2322,the 70-year-old godard has become  to judge from in praise of love  the soft of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .,1,pruthi,FALSE
2323,'ejemplo de una cinta en que no importa el talento de su reparto o lo interesante que pudo haber resultado su premisa  pues el resultado es francamente aburrido y  por momentos  deeplorable . ',3,pruthi,FALSE
2324,a grand faft coming from a director beginning to resemble someone's crazy french grandfather .,2,pruthi,FALSE
2325,be prpared to cling to the edge of your seat  tense with suspense . the ring never lets you off the hook .,2,pruthi,FALSE
2326,it might be 'easier' to watch on video at home  but that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen expetience .,2,pruthi,FALSE
2327,it could change america  not only because it is full of necessary discussion points  but because it is so accedsible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment .,2,pruthi,FALSE
2328,but buying into sham truths and routine  indie  filmmaking  freundlich has made just another safe movie . it's not horrible  just horribly mediicre .,1,pruthi,FALSE
2329,by the end of it all i sort of loved the people online  even though i could not stand them . might the cinema should be seen as a conversation starter . it's not an easy one to review .,5,alzantot,FALSE
2330,the film favors the scientific over the remarkable ( visually speaking ) .,1,alzantot,FALSE
2331,reeboir varies between a sweet smile and an angry bark  while said attempts to wear down possible pupils through repetition . it has no affect on the kurds  but it focussed me down .,1,alzantot,FALSE
2332,the film . . . exposes classic moral-condundrum drama : what would you have done to survive ? the issues with the film is whether these ambitions  laudable in themselves  justify a theatrical simulation of the death camp of auschwitz ii-birkenau .,2,alzantot,FALSE
2333,behan's memoir is prodigious material for a film -- rowdy  brawny and lyrical in the best irish sense -- but sheridan has settled for a lugubrious romance .,4,alzantot,FALSE
2334,flashy gadgets and swirling fight sequences may look cool  but they can't detract from the misguided support structure holding equilibrium up .,1,alzantot,FALSE
2335,good actors have a radar for crusty roles -- there's a plethora of characters in this picture  and not one of them is flat .,1,alzantot,FALSE
2336,the film opportunity have been more satisfying if it had  in fact  been fleshed out a little more instead of going for easy smiles .,2,textfooler,FALSE
2337,it's plotless  shapeless -- and yet  it must be admitted  not entirely humorless . indeed  the more outrageous bits attaining a shock-you-into-laughter intensity of almost dadaist proportions .,1,textfooler,FALSE
2338,i don't think i laughed out loud once . and when you're talking about a slapstick comedy  that's a pretty big issuance .,1,textfooler,FALSE
2339,the movie's hallucinatory details are all in the performances  from foreman's barking-mad taylor to thewlis's smoothly sinister freddie and bettany/mcdowell's hard-eyed gangster .,1,textfooler,FALSE
2340,the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year  but it's really more of the next pretty decent thing .,3,textfooler,FALSE
2341,branagh  in his most vehement non-shakespeare screen performance  grounds even the softest moments in the angry revolt of his wit .,3,textfooler,FALSE
2342,'it's better to go in knowing full well what's going to happen  but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . cynics must not apply . ',3,textfooler,FALSE
2343,most istic  though  is the film's open-ended finale that refuses to entirely close its characters' emotional wounds .,1,bae,FALSE
2344,goyer's screenplay and direction are thankfully understated  and he has drawn abulous performances from his cast .,1,bae,FALSE
2345,it's not particularly well made  but since i found myself howling more than cringing  i'd say the film m .,2,bae,FALSE
2346,allen shows he can t any of those young whippersnappers making moving pictures today .,5,bae,FALSE
2347,it's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie  trying to pass off its encies of imagination as hip knowingness .,1,bae,FALSE
2348,a poky and usive exercise in sham actor workshops and an affected malaise .,2,bae,FALSE
2349,for all its failed connections  divine secrets of the ya-ya sisterhood is ated  in a gauzy  dithering way .,2,bae,FALSE
2350,there's something not entirely convincing about the quiet american . and that holds true for both the movie and the man character played by brendan fraser .,1,bae,FALSE
2351,hugh grant's act is so consumer that sometimes it's difficult to tell who the other actors in the movie are .,3,alzantot,FALSE
2352,the 70-year-old godard has become  to judge from in praise of love  the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .,1,orig,FALSE
2353,ejemplo de una cinta en que no importa el talento de su reparto o lo interesante que pudo haber resultado su premisa  pues el resultado es francamente aburrido y  por momentos  deplorable . ',1,orig,FALSE
2354,a grand fart coming from a director beginning to resemble someone's crazy french grandfather .,2,orig,FALSE
2355,be prepared to cling to the edge of your seat  tense with suspense . the ring never lets you off the hook .,4,orig,FALSE
2356,it might be 'easier' to watch on video at home  but that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience .,3,orig,FALSE
2357,it could change america  not only because it is full of necessary discussion points  but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment .,1,orig,FALSE
2358,but buying into sham truths and routine  indie  filmmaking  freundlich has made just another safe movie . it's not horrible  just horribly mediocre .,1,orig,FALSE
2359,by the end of it all i sort of loved the people onscreen  even though i could not stand them . perhaps the film should be seen as a conversation starter . it's not an easy one to reviw .,2,pruthi,FALSE
2360,the film favoirs the scientific over the spectacular ( visually speaking ) .,2,pruthi,FALSE
2361,reeboir varies between a sweet smile and an angry bark  while said attempts to wear down possible pupils through repetition . it has no affect on the kurds  but it wlre me down .,3,pruthi,FALSE
2362,the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the porblem with the film is whether these ambitions  laudable in themselves  justify a theatrical simulation of the death camp of auschwitz ii-birkenau .,3,pruthi,FALSE
2363,behan's memoir is great material for a film -- rowdy  brawny and lyrical in the best irish sense -- but sheridan has setled for a lugubrious romance .,4,pruthi,FALSE
2364,flashy gadgets and whirling fight sequences may look cool  but they can't disgract from the flawed support structure holding equilibrium up .,4,pruthi,FALSE
2365,goid actors have a radar for juicy roles -- there's a plethora of characters in this picture  and not one of them is flat .,2,pruthi,FALSE
2366,the film might have been more rewarding if it had  in fact  been fleshed out a little more instead of going for easy smiles .,2,alzantot,FALSE
2367,it's plotless  shapeless -- and yet  it must be admitted  not entirely humorless . indeed  the more outrageous bits realising a shock-you-into-laughter intensity of almost dadaist proportions .,1,alzantot,FALSE
2368,i don't think i laughed out loud once . and when you're talking about a hilarious comedy  that's a quite big question .,3,alzantot,FALSE
2369,the movie's intriguing specifics are all in the concerts  from foreman's barking-mad taylor to thewlis's mildly baleful freddie and bettany/mcdowell's hard-eyed thug .,1,alzantot,FALSE
2370,the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year  but it's really more of the next pretty decent thing .,1,alzantot,FALSE
2371,branagh  in his most forceful non-shakespeare screen performance  grounds even the softest moments in the angry insurrection of his wit .,2,alzantot,FALSE
2372,'it's better to go in knowing full well what's going to happen  but prepared to leave the earnestness of its execution and skill of its cast take you down a familiar route with a few twists . cynics need not apply . ',1,alzantot,FALSE
2373,most stupendous  though  is the film's open-ended finale that refuses to entirely close its characters' emotional wounds .,1,textfooler,FALSE
2374,goyer's screenplay and direction are thankfully understated  and he has drawn unpaid performances from his cast .,4,textfooler,FALSE
2375,it's not particularly well made  but since i found myself howling more than cringing  i'd say the film job .,1,textfooler,FALSE
2376,allen indicate he can outgag any of those young whippersnappers making moving pictures dated .,2,textfooler,FALSE
2377,it's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie  trying to pass off its dearth of imagination as hip knowingness .,3,textfooler,FALSE
2378,a poky and pseudo-serious exercise in phoney protagonists workshops and an affected malaise .,1,textfooler,FALSE
2379,for all its failed connections  divine secrets of the ya-ya sisterhood is rearing  in a gauzy  dithering manner .,1,textfooler,FALSE
2380,it's a trifle of a movie  with a few laughs surrounding an uded soft center .,1,bae,FALSE
2381,the lady and the duke is eric rohmer's economical alet to the bloated costume drama,3,bae,FALSE
2382,the movie is genial but never inspired  and more about it will stay with you .,1,bae,FALSE
2383,its adult themes of familial separation and societal betrayal are head and shoulders above much of the director's hetical popcorn work .,3,bae,FALSE
2384,though the aboriginal aspect ful the ending an extraordinary poignancy  and the story itself could be ssin out in any working class community in the nation .,4,bae,FALSE
2385,ably sincere it may be  the rising place more quite justifies its own existence .,2,bae,FALSE
2386,has an uppity musical beat that you can dance to but its energy can't compare to the wit humor and snappy dialogue of the original if i want music i 'll buy the soundtrack if i want a real movie i 'll buy the criterion ya,1,bae,FALSE
2387,there's something to be said for a studio-produced film that fully bothers to hand viewers a suitcase full of easy answers .,2,bae,FALSE
2388,the history is fascinating ; the action is staggering . they just don't works in concert .,2,alzantot,FALSE
2389,by the end of it all i sort of loved the people onscreen  even though i could not stand them . perhaps the film should be seen as a conversation starter . it's not an easy one to review .,2,orig,FALSE
2390,the film favors the scientific over the spectacular ( visually speaking ) .,2,orig,FALSE
2391,reeboir varies between a sweet smile and an angry bark  while said attempts to wear down possible pupils through repetition . it has no affect on the kurds  but it wore me down .,2,orig,FALSE
2392,the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is whether these ambitions  laudable in themselves  justify a theatrical simulation of the death camp of auschwitz ii-birkenau .,1,orig,FALSE
2393,behan's memoir is great material for a film -- rowdy  brawny and lyrical in the best irish sense -- but sheridan has settled for a lugubrious romance .,2,orig,FALSE
2394,flashy gadgets and whirling fight sequences may look cool  but they can't distract from the flawed support structure holding equilibrium up .,1,orig,FALSE
2395,good actors have a radar for juicy roles -- there's a plethora of characters in this picture  and not one of them is flat .,2,orig,FALSE
2396,the film mght have been more satisfying if it had  in fact  been fleshed out a little more instead of going for easy smiles .,2,pruthi,FALSE
2397,it's plotless  shapeless -- and yet  it must be admitted  not entirely humorless . indeed  the more outrageous bits achive a shock-you-into-laughter intensity of almost dadaist proportions .,2,pruthi,FALSE
2398,i don't think i laughed out loud once . and when you're talking about a slapstick comedy  that's a pretty big priblem .,1,pruthi,FALSE
2399,the movie's capticating details are all in the performances  from foreman's barking-mad taylor to thewlis's smoothly sinister freddie and bettany/mcdowell's hard-eyed gangster .,2,pruthi,FALSE
2400,the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year  but it's really more of the next pretty goid thing .,2,pruthi,FALSE
2401,branagh  in his most forceful non-shakespeare screen performance  gounds even the softest moments in the angry revolt of his wit .,1,pruthi,FALSE
2402,'it's better to go in knowing full well what's going to happen  but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . cynics ned not apply . ',1,pruthi,FALSE
2403,most startling  despite  is the film's open-ended finale that refuses to fully close its characters' emotional wounds .,4,alzantot,FALSE
2404,goyer's screenplay and guidelines are fortunately undervalued  and he has drawn excellent performances from his cast .,4,alzantot,FALSE
2405,it's not particularly well made  but already i found myself howling more than cringing  i'd told the film collaborated .,5,alzantot,FALSE
2406,everybody illustrates he can outgag any of those young whippersnappers making transferring pictures today .,2,alzantot,FALSE
2407,it's truly yet another anemic and formulaic lethal weapon-derived buddy-cop movie  trying to pass off its lack of imagination as hip knowingness .,1,alzantot,FALSE
2408,a poky and pseudo-serious exercise in sham protagonist workshops and an affected malaise .,1,alzantot,FALSE
2409,for all its failed connections  divine secrecy of the ya-ya sisterhood is cultivating  in a gauzy  dithering manner .,2,alzantot,FALSE
2410,it's a trifle of a movie  with a few laughs surrounding an prosaic soft center .,1,textfooler,FALSE
2411,the lady and the duke is eric rohmer's economical medication to the bloated costume drama,2,textfooler,FALSE
2412,the movie is genial but never inspired  and minor about it will stay with you .,1,textfooler,FALSE
2413,its adult themes of familial separation and societal betrayal are head and shoulders above much of the director's last popcorn work .,4,textfooler,FALSE
2414,though the aboriginal aspect lends the ending an glamorous poignancy  and the story itself could be fait out in any working class community in the nation .,1,textfooler,FALSE
2415,however sincere it may be  the rising place never too justifies its own involvements .,1,textfooler,FALSE
2416,has an uppity musical beat that you can dancing to but its energy can't compare to the wit humor and snappy dialogue of the original if i want music i 'll buy the soundtrack if i want a real movie i 'll buy the criterion vcd,2,textfooler,FALSE
2417,it leers  offering next to pable insight into its intriguing subject .,5,bae,FALSE
2418,diaz  applegate  blair and posey are suitably kooky which should ibility to women and they strip down often enough to keep men alert  if not amused .,1,bae,FALSE
2419,credit director ramsay for taking the sometimes improbable sis and making it feel realistic .,2,bae,FALSE
2420,the screenplay by james eric  james horton and director peter o'fallon . . . is so pat it makes your teeth tter .,2,bae,FALSE
2421,a synthesis of cliches and absurdities that seems positively vocative in its cinematic flash and emptiness .,1,bae,FALSE
2422,at about 95 minutes  treasure planet maintains a brisk pace as it races through the familiar story . ically  it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts .,1,bae,FALSE
2423,a movie that will surely be ggy  politically charged music to the ears of cho's heads .,1,bae,FALSE
2424,painful  horrifying and oppressively tragic  this film should not be qualified .,1,bae,FALSE
2425,so when foreign directors . . . borrow stuff from hollywood  they invariably shake up the formula and make it more interesting .,3,alzantot,FALSE
2426,the film might have been more satisfying if it had  in fact  been fleshed out a little more instead of going for easy smiles .,2,orig,FALSE
2427,it's plotless  shapeless -- and yet  it must be admitted  not entirely humorless . indeed  the more outrageous bits achieve a shock-you-into-laughter intensity of almost dadaist proportions .,1,orig,FALSE
2428,i don't think i laughed out loud once . and when you're talking about a slapstick comedy  that's a pretty big problem .,1,orig,FALSE
2429,the movie's captivating details are all in the performances  from foreman's barking-mad taylor to thewlis's smoothly sinister freddie and bettany/mcdowell's hard-eyed gangster .,1,orig,FALSE
2430,the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year  but it's really more of the next pretty good thing .,2,orig,FALSE
2431,branagh  in his most forceful non-shakespeare screen performance  grounds even the softest moments in the angry revolt of his wit .,1,orig,FALSE
2432,it's better to go in knowing full well what's going to happen  but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . cynics need not apply . ',1,orig,FALSE
2433,most impreesive  though  is the film's open-ended finale that refuses to entirely close its characters' emotional wounds .,1,pruthi,FALSE
2434,goyer's screenplay and direction are thankfully understated  and he has drawn exceolent performances from his cast .,2,pruthi,FALSE
2435,it's not particularly well made  but since i found myself howling more than cringing  i'd say the film woks .,2,pruthi,FALSE
2436,allen shoas he can outgag any of those young whippersnappers making moving pictures today .,1,pruthi,FALSE
2437,it's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie  trying to pass off its lTack of imagination as hip knowingness .,2,pruthi,FALSE
2438,a poky and pseuro-serious exercise in sham actor workshops and an affected malaise .,2,pruthi,FALSE
2439,for all its failed connections  divine secrets of the ya-ya sisterhood is nugturing  in a gauzy  dithering way .,1,pruthi,FALSE
2440,it's a trifle of a movie  with a few laughs surrounding an corny soft center .,4,alzantot,FALSE
2441,the missus and the duke is eric rohmer's thrifty antidote to the inflated costume drama,4,alzantot,FALSE
2442,the movie is genial but never inspired  and small about it will stay with you .,3,alzantot,FALSE
2443,its adult item of familial separation and societal disloyalty are head and shoulders above much of the director's previous popcorn jobs .,1,alzantot,FALSE
2444,though the aboriginal aspect lends the ceasing an extraordinary poignancy  and the tale itself could be done out in any working class community in the nation .,1,alzantot,FALSE
2445,nonetheless hearty it may be  the soaring place never quite justifies its own existence .,1,alzantot,FALSE
2446,has an uppity musical beat that you can dance to but its energy can't compare to the wit hilarious and snappy dialogue of the original if i want music i 'll buy the soundtrack if i want a real movie i 'll buy the criterion dvd,1,alzantot,FALSE
2447,it leers  offering next to humble insight into its intriguing subject .,1,textfooler,FALSE
2448,diaz  applegate  blair and posey are suitably zany which should appeal to women and they strip down often enough to keep men alert  if not amused .,2,textfooler,FALSE
2449,credit director ramsay for taking the sometimes improbable conte and making it feel realistic .,1,textfooler,FALSE
2450,the screenplay by james eric  james horton and director peter o'fallon . . . is so pat it makes your fangs hurting .,1,textfooler,FALSE
2451,a synthesis of cliches and absurdities that transpires positively salacious in its cinematic flash and emptiness .,3,textfooler,FALSE
2452,at about 95 minutes  treasure planet maintains a blustery pace as it races through the familiar story . however  it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts .,1,textfooler,FALSE
2453,a scene that gonna surely be profane  politically charged music to the ears of cho's fans .,2,textfooler,FALSE
2454,the continued good chemistry between carmen and juni is what icked this slightly disappointing sequel going  with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .,2,bae,FALSE
2455,the quirky and recessive charms of co-stars martin donovan and mary-louise parker loss overcome the problematic script .,4,bae,FALSE
2456,the plot is romantic es boilerplate from start to finish,1,bae,FALSE
2457,throwing caution to the wind with an invitation to the hedonist in us all  nair has constructed this motion picture in such a dition that even the most cynical curmudgeon with find himself or herself smiling at one time or another .,1,bae,FALSE
2458,just entertaining enough not to hate  too istic to love .,5,bae,FALSE
2459,davis wants to cause his audience an epiphany  yet he ffs to give us real situations and characters .,1,bae,FALSE
2460,davis is so enamored of her own creation that she can't mize how insufferable the character is,1,bae,FALSE
2461,`hey arnold ! ' has some visual wit . . . but believable imagination elsewhere .,3,bae,FALSE
2462,it made me feel salacious  and i'm the guy who liked there's something about mary and both american pie movies . oh  and booty call .,1,alzantot,FALSE
2463,most impressive  though  is the film's open-ended finale that refuses to entirely close its characters' emotional wounds .,1,orig,FALSE
2464,goyer's screenplay and direction are thankfully understated  and he has drawn excellent performances from his cast .,2,orig,FALSE
2465,it's not particularly well made  but since i found myself howling more than cringing  i'd say the film works .,1,orig,FALSE
2466,allen shows he can outgag any of those young whippersnappers making moving pictures today .,2,orig,FALSE
2467,it's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie  trying to pass off its lack of imagination as hip knowingness .,1,orig,FALSE
2468,a poky and pseudo-serious exercise in sham actor workshops and an affected malaise .,4,orig,FALSE
2469,for all its failed connections  divine secrets of the ya-ya sisterhood is nurturing  in a gauzy  dithering way .,2,orig,FALSE
2470,it's a trifle of a movie  with a few laughs surrounding an ubremarkable soft center .,2,pruthi,FALSE
2471,the lady and the duke is eric rohmer's economical antdiote to the bloated costume drama,2,pruthi,FALSE
2472,the movie is genial but never inspired  and litle about it will stay with you .,2,pruthi,FALSE
2473,its adult themes of familial separation and societal betrayal are head and shoulders above much of the director's prevlous popcorn work .,4,pruthi,FALSE
2474,though the aboriginal aspect lends the ending an extraordinary poignancy  and the story itself could be poayed out in any working class community in the nation .,4,pruthi,FALSE
2475,however sincere it may be  the rising place nsver quite justifies its own existence .,1,pruthi,FALSE
2476,has an uppigy musical beat that you can dance to but its energy can't compare to the wit humor and snappy dialogue of the original if i want music i 'll buy the soundtrack if i want a real movie i 'll buy the criterion dvd,4,pruthi,FALSE
2477,it leers  offering next to small insight into its intriguing subject .,1,alzantot,FALSE
2478,diaz  applegate  blair and posey are suitably screwball which should appeal to women and they strip down often enough to keep men alert  if not amused .,1,alzantot,FALSE
2479,credit director ramsay for taking the sometimes improbable story and making it feel pragmatic .,2,alzantot,FALSE
2480,the screenplay by james eric  james horton and director peter o'fallon . . . is so pat it makes your teeth wound .,1,alzantot,FALSE
2481,a synthesis of stereotype and absurdities that seem positively decadent in its cinematic flash and vacuum .,1,alzantot,FALSE
2482,at about 95 minutes  treasure planet maintains a brisk pace as it races through the familiar story . instead  it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts .,1,alzantot,FALSE
2483,a movie that will surely be desecrate  politically charged music to the ears of cho's amateurs .,1,alzantot,FALSE
2484,the continued good chemistry between carmen and juni is what possesses this slightly disappointing sequel going  with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .,2,textfooler,FALSE
2485,the quirky and recessive charms of co-stars martin donovan and mary-louise parker subsidized overcome the troublesome script .,2,textfooler,FALSE
2486,the plot is romantic entertaining boilerplate from start to finish,4,textfooler,FALSE
2487,throwing caution to the windward with an invitation to the hedonist in us all  nair has constructed this motion picture in such a itineraries that even the most cynical curmudgeon with find himself or herself smiling at one time or another .,3,textfooler,FALSE
2488,just entertaining enough not to hate  too destitute to love .,1,textfooler,FALSE
2489,davis wants to cause his audience an epiphany  yet he excludes to give us real situations and characters .,2,textfooler,FALSE
2490,davis is so enamored of her own creation that she can't see how insufferable the idiosyncrasies is,4,textfooler,FALSE
2491,the second coming of harry potter is a film far superior to its predecessor . a movie that ously crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda .,5,bae,FALSE
2492,a movie that harps on worthy 'issues' like whether compromise is the death of iring  this orgasm [won't be an] exceedingly memorable one for most people .,3,bae,FALSE
2493,the abiding impression  despite the mild hallucinogenic buzz  is of overwhelming arity -- the acres of haute couture can't quite conceal that there's nothing resembling a spine here .,1,bae,FALSE
2494,thirteen conversations about one thing ug out a narrative puzzle that interweaves individual stories  and  like a mobius strip  elliptically loops lessly to where it began .,3,bae,FALSE
2495,there is a welcome lack of rovisation about the film  which very simply sets out to entertain and ends up delivering in good measure .,4,bae,FALSE
2496,cube's mism and chemistry compensate for ity and cliche .,4,bae,FALSE
2497,seldom has a movie so closely rogate the spirit of a man and his work .,3,bae,FALSE
2498,like life on the island  the movie grows film despite the scenery .,1,bae,FALSE
2499,the story line may be 127 years old  but el crimen del padre amaro . . . couldn't be more promptly in its distraught vision of graft within the catholic establishment .,1,alzantot,FALSE
2500,it's a trifle of a movie  with a few laughs surrounding an unremarkable soft center .,2,orig,FALSE
2501,the lady and the duke is eric rohmer's economical antidote to the bloated costume drama,2,orig,FALSE
2502,the movie is genial but never inspired  and little about it will stay with you .,1,orig,FALSE
2503,its adult themes of familial separation and societal betrayal are head and shoulders above much of the director's previous popcorn work .,1,orig,FALSE
2504,though the aboriginal aspect lends the ending an extraordinary poignancy  and the story itself could be played out in any working class community in the nation .,1,orig,FALSE
2505,however sincere it may be  the rising place never quite justifies its own existence .,3,orig,FALSE
2506,has an uppity musical beat that you can dance to but its energy can't compare to the wit humor and snappy dialogue of the original if i want music i 'll buy the soundtrack if i want a real movie i 'll buy the criterion dvd,2,orig,FALSE
2507,it leers  offering next to litle insight into its intriguing subject .,1,pruthi,FALSE
2508,diaz  applegate  blair and posey are suitably kooNky which should appeal to women and they strip down often enough to keep men alert  if not amused .,4,pruthi,FALSE
2509,credit director ramsay for taking the sometimes improbable story and making it feel reailstic .,1,pruthi,FALSE
2510,the screenplay by james eric  james horton and director peter o'fallon . . . is so pat it makes your teth hurt .,1,pruthi,FALSE
2511,a synthesis of cliches and absurdities that seeks positively decadent in its cinematic flash and emptiness .,1,pruthi,FALSE
2512,at about 95 minutes  treasure planet malntains a brisk pace as it races through the familiar story . however  it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts .,2,pruthi,FALSE
