ind,Input.text,Answer.judgement.label,Answer.judgement.score,group,multi_annotation
1939,what the movie lacks in action it more than mames up for in drama  suspense  revenge  and romance .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
1940,well-nigh unendurable . . . though the picture strains to become cinematic poetry  it remains depressingly prosaic and dupl .,Very confident that it is altered by a computer,5,pruthi_common,TRUE
1941,two terious acts light on great scares and a good surprise ending .,Probably altered by a computer,4,pruthi_common,TRUE
1942,until its final minutes this is a perceptive study of two households in crunch -- and of two girls which friendship is severely tested by bad luck and their own immaturity .,Probably altered by a computer,4,alzantot_common,TRUE
1943,ultimately  sarah's dedication to finding her husband seems more psychotic than romantic  and something in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness .,Probably altered by a computer,4,alzantot_common,TRUE
1944,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and ends up giggling .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
1945,what might've been an exhilarating exploration of an odd love triangle becoming a sprawl of uncoordinated vectors .,Probably altered by a computer,4,textf_common,TRUE
1946,will definitively stay in the shadow of its two older  more accessible qatsi siblings .,Probably altered by a computer,4,textf_common,TRUE
1947,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes  by all means have the new guy .,Probably written by a human with no computer alteration,2,textf_common,TRUE
1948,with so d bad romances out there  this is the kind of movie that deserves a cademia to shine .,Uncertain whether original or altered by a computer,3,bae_common,TRUE
1949,while the humor aspects of 'jason x' were far more entertaining than i had expected  everything more about the film tanks .,Probably written by a human with no computer alteration,2,bae_common,TRUE
1987,you see robin williams and psycho killer  and you think  hmmmmm . you see the movie and you think  zzzzzzzzz .,Very confident that it is altered by a computer,5,orig_common,TRUE
1988,what the movie lacks in action it more than makes up for in drama  suspense  revenge  and romance .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
1989,well-nigh unendurable . . . though the picture strains to become cinematic poetry  it remains depressingly prosaic and dupl .,Very confident that it is altered by a computer,5,pruthi_common,TRUE
1990,two terious acts light on great scares and a good surprise ending .,Very confident that it is altered by a computer,5,pruthi_common,TRUE
1991,until its final minutes this is a perceptive study of two families in crisis -- and of two girls whlse friendship is severely tested by bad luck and their own immaturity .,Very confident that written by a human with no computer alteration,1,pruthi_common,TRUE
1992,ultimately  sarah's dedication to finding her husband seems more psychotic than romantic  and something in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
1993,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and ends up giggling .,Probably altered by a computer,4,alzantot_common,TRUE
1994,what might've been an exhilarating exploration of an odd love triangle becoming a sprawl of uncoordinated vectors .,Probably altered by a computer,4,alzantot_common,TRUE
1995,will definitively stay in the shadow of its two older  more accessible qatsi siblings .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
1996,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes  by all means have the new guy .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
1997,with so many bad romances out there  this is the kind of theatres that deserves a might to shine .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
1998,while the humor aspects of 'jason x' were far more entertaining than i had expected  everything more about the film tanks .,Probably written by a human with no computer alteration,2,bae_common,TRUE
1999,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is ager .,Probably altered by a computer,4,bae_common,TRUE
2037,what the movie lacks in action it more than makes up for in drama  suspense  revenge  and romance .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2038,well-nigh unendurable . . . though the picture strains to become cinematic poetry  it remains depressingly prosaic and dull .,Probably written by a human with no computer alteration,2,orig_common,TRUE
2039,two terious acts light on great scares and a good surprise ending .,Probably altered by a computer,4,pruthi_common,TRUE
2040,until its final minutes this is a perceptive study of two families in crisis -- and of two girls whlse friendship is severely tested by bad luck and their own immaturity .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2041,ultimately  sarah's dedication to finding her husband seems more psychotic than romantic  and ncothing in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness .,Probably altered by a computer,4,pruthi_common,TRUE
2042,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and ends up giggling .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2043,what might've been an exhilarating exploration of an odd love triangle becoming a sprawl of uncoordinated vectors .,Probably altered by a computer,4,alzantot_common,TRUE
2044,will surely stay in the shadow of its two older  more accessible qatsi siblings .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2045,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes  by all means have the new guy .,Probably altered by a computer,4,textf_common,TRUE
2046,with so many bad romances out there  this is the kind of theatres that deserves a might to shine .,Very confident that it is altered by a computer,5,textf_common,TRUE
2047,while the humor aspects of 'jason x' were far more entertaining than i had expected  everything else about the film tanque .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2048,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is ager .,Very confident that it is altered by a computer,5,bae_common,TRUE
2049,well-shot but ably written tale set in a future ravaged by dragons .,Probably altered by a computer,4,bae_common,TRUE
2087,well-nigh unendurable . . . though the picture strains to become cinematic poetry  it remains depressingly prosaic and dull .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2088,two tedious acts light on great scares and a good surprise ending .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2089,until its final minutes this is a perceptive study of two families in crisis -- and of two girls whlse friendship is severely tested by bad luck and their own immaturity .,Very confident that it is altered by a computer,5,pruthi_common,TRUE
2090,ultimately  sarah's dedication to finding her husband seems more psychotic than romantic  and ncothing in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness .,Probably altered by a computer,4,pruthi_common,TRUE
2091,writer/director alexander payne ( election ) and his co-writer jim taylor bripliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,Probably altered by a computer,4,pruthi_common,TRUE
2092,what might've been an exhilarating exploration of an odd love triangle becoming a sprawl of uncoordinated vectors .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2093,will surely stay in the shadow of its two older  more accessible qatsi siblings .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2094,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's agency ? if you answered yes  by all means enjoys the newest guy .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2095,with so many bad romances out there  this is the kind of theatres that deserves a might to shine .,Probably altered by a computer,4,textf_common,TRUE
2096,while the humor aspects of 'jason x' were far more entertaining than i had expected  everything else about the film tanque .,Probably written by a human with no computer alteration,2,textf_common,TRUE
2097,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is patti .,Probably written by a human with no computer alteration,2,textf_common,TRUE
2098,well-shot but ably written tale set in a future ravaged by dragons .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
2099,walter hill's pulpy  stylized boxing melodrama undisputed fully overcomes its lant in-the-ring match-up with solid fight choreography and gritty prison authenticity .,Probably written by a human with no computer alteration,2,bae_common,TRUE
2137,two tedious acts light on great scares and a good surprise ending .,Probably written by a human with no computer alteration,2,orig_common,TRUE
2138,until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2139,ultimately  sarah's dedication to finding her husband seems more psychotic than romantic  and ncothing in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness .,Probably altered by a computer,4,pruthi_common,TRUE
2140,writer/director alexander payne ( election ) and his co-writer jim taylor bripliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,Very confident that it is altered by a computer,5,pruthi_common,TRUE
2141,what might've been an exhilarating exploration of an odd love triangle beckmes a sprawl of uncoordinated vectors .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2142,will surely stay in the shadow of its two older  more accessible qatsi siblings .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2143,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's agency ? if you answered yes  by all means enjoys the newest guy .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2144,with so many bad romances out there  this is the kind of movie that deserves a chance to gloss .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2145,while the humor aspects of 'jason x' were far more entertaining than i had expected  everything else about the film tanque .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2146,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is patti .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2147,well-shot but gravely written tale set in a future ravaged by dragons .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2148,walter hill's pulpy  stylized boxing melodrama undisputed fully overcomes its lant in-the-ring match-up with solid fight choreography and gritty prison authenticity .,Very confident that it is altered by a computer,5,bae_common,TRUE
2149,unlike most teen flicks  swimming takes its time to tell its story  casts mostly little-known performers in key roles  and introduces some listic ambiguity .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
2187,until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .,Probably written by a human with no computer alteration,2,orig_common,TRUE
2188,ultimately  sarah's dedication to finding her husband seems more psychotic than romantic  and nothing in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2189,writer/director alexander payne ( election ) and his co-writer jim taylor bripliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2190,what might've been an exhilarating exploration of an odd love triangle beckmes a sprawl of uncoordinated vectors .,Probably altered by a computer,4,pruthi_common,TRUE
2191,will prombably stay in the shadow of its two older  more accessible qatsi siblings .,Very confident that it is altered by a computer,5,pruthi_common,TRUE
2192,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's agency ? if you answered yes  by all means enjoys the newest guy .,Very confident that it is altered by a computer,5,alzantot_common,TRUE
2193,with so many bad romances out there  this is the kind of movie that deserves a chance to gloss .,Probably altered by a computer,4,alzantot_common,TRUE
2194,while the hilarious aspects of 'jason x' were far more distracting than i had expected  everything else about the cinematic tanks .,Very confident that it is altered by a computer,5,alzantot_common,TRUE
2195,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is patti .,Probably altered by a computer,4,textf_common,TRUE
2196,well-shot but gravely written tale set in a future ravaged by dragons .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2197,walter hill's pulpy  stylized boxing melodrama undisputed attentively overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity .,Very confident that it is altered by a computer,5,textf_common,TRUE
2198,unlike most teen flicks  swimming takes its time to tell its story  casts mostly little-known performers in key roles  and introduces some listic ambiguity .,Probably altered by a computer,4,bae_common,TRUE
2199,what might have been a predictably heartwarming tale is suffused with spense .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
2237,ultimately  sarah's dedication to finding her husband seems more psychotic than romantic  and nothing in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness .,Probably written by a human with no computer alteration,2,orig_common,TRUE
2238,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,Uncertain whether original or altered by a computer,3,orig_common,TRUE
2239,what might've been an exhilarating exploration of an odd love triangle beckmes a sprawl of uncoordinated vectors .,Uncertain whether original or altered by a computer,3,pruthi_common,TRUE
2240,will prombably stay in the shadow of its two older  more accessible qatsi siblings .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2241,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes  by all means ennoy the new guy .,Very confident that written by a human with no computer alteration,1,pruthi_common,TRUE
2242,with so many bad romances out there  this is the kind of movie that deserves a chance to gloss .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2243,while the hilarious aspects of 'jason x' were far more distracting than i had expected  everything else about the cinematic tanks .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2244,seeking to bring head or tail of the histories in the hip-hop indie snipes is enough to give you brain tension -- and the pay-off is trifling .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2245,well-shot but gravely written tale set in a future ravaged by dragons .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2246,walter hill's pulpy  stylized boxing melodrama undisputed attentively overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity .,Probably written by a human with no computer alteration,2,textf_common,TRUE
2247,unlike most teen flicks  swimming takes its time to tell its story  casts mostly little-known performers in key roles  and introduces some staggering ambiguity .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2248,what might have been a predictably heartwarming tale is suffused with spense .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
2249,while bolic animation lifts the film firmly above the level of other coming of age films it's also so jarring that it's hard to get back into the boys' story,Probably altered by a computer,4,bae_common,TRUE
2287,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2288,what might've been an exhilarating exploration of an odd love triangle becomes a sprawl of uncoordinated vectors .,Probably written by a human with no computer alteration,2,orig_common,TRUE
2289,will prombably stay in the shadow of its two older  more accessible qatsi siblings .,Very confident that it is altered by a computer,5,pruthi_common,TRUE
2290,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes  by all means ennoy the new guy .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2291,with so many bad romances out there  this is the kind of movie that desegves a chance to shine .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2292,while the hilarious aspects of 'jason x' were far more distracting than i had expected  everything else about the cinematic tanks .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2293,seeking to bring head or tail of the histories in the hip-hop indie snipes is enough to give you brain tension -- and the pay-off is trifling .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2294,well-shot but hurt written tale set in a future ravaged by dragons .,Probably altered by a computer,4,alzantot_common,TRUE
2295,walter hill's pulpy  stylized boxing melodrama undisputed attentively overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2296,unlike most teen flicks  swimming takes its time to tell its story  casts mostly little-known performers in key roles  and introduces some staggering ambiguity .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2297,what might have been a predictably heartwarming tale is suffused with technicalities .,Probably written by a human with no computer alteration,2,textf_common,TRUE
2298,while bolic animation lifts the film firmly above the level of other coming of age films it's also so jarring that it's hard to get back into the boys' story,Probably written by a human with no computer alteration,2,bae_common,TRUE
2299,while obviously aimed at kids  the country bears . . . should dge parents amused with its low groan-to-guffaw ratio .,Probably written by a human with no computer alteration,2,bae_common,TRUE
2337,what might've been an exhilarating exploration of an odd love triangle becomes a sprawl of uncoordinated vectors .,Probably written by a human with no computer alteration,2,orig_common,TRUE
2338,will probably stay in the shadow of its two older  more accessible qatsi siblings .,Uncertain whether original or altered by a computer,3,orig_common,TRUE
2339,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes  by all means ennoy the new guy .,Probably altered by a computer,4,pruthi_common,TRUE
2340,with so many bad romances out there  this is the kind of movie that desegves a chance to shine .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2341,while the humor aspects of 'jason x' were far more entertaining than i had expected  evergthing else about the film tanks .,Probably altered by a computer,4,pruthi_common,TRUE
2342,seeking to bring head or tail of the histories in the hip-hop indie snipes is enough to give you brain tension -- and the pay-off is trifling .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2343,well-shot but hurt written tale set in a future ravaged by dragons .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2344,walter hill's pulpy  stylized boxing melodrama undisputed circa overcomes its murky in-the-ring match-up with solid fight choreography and gritty prison truthfulness .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2345,unlike most teen flicks  swimming takes its time to tell its story  casts mostly little-known performers in key roles  and introduces some staggering ambiguity .,Probably written by a human with no computer alteration,2,textf_common,TRUE
2346,what might have been a predictably heartwarming tale is suffused with technicalities .,Probably written by a human with no computer alteration,2,textf_common,TRUE
2347,while mcfarlane's animation lifts the film firmly above the level of other coming of age films it's also so mismatch that it's hard to get back into the boys' story,Probably written by a human with no computer alteration,2,textf_common,TRUE
2348,while obviously aimed at kids  the country bears . . . should dge parents amused with its low groan-to-guffaw ratio .,Uncertain whether original or altered by a computer,3,bae_common,TRUE
2349,twenty years after its first release  e . t . t the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's misunderstood career .,Uncertain whether original or altered by a computer,3,bae_common,TRUE
2387,will probably stay in the shadow of its two older  more accessible qatsi siblings .,Probably altered by a computer,4,orig_common,TRUE
2388,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes  by all means enjoy the new guy .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2389,with so many bad romances out there  this is the kind of movie that desegves a chance to shine .,Very confident that written by a human with no computer alteration,1,pruthi_common,TRUE
2390,while the humor aspects of 'jason x' were far more entertaining than i had expected  evergthing else about the film tanks .,Very confident that written by a human with no computer alteration,1,pruthi_common,TRUE
2391,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is nZegligible .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2392,well-shot but hurt written tale set in a future ravaged by dragons .,Very confident that it is altered by a computer,5,alzantot_common,TRUE
2393,walter hill's pulpy  stylized boxing melodrama undisputed circa overcomes its murky in-the-ring match-up with solid fight choreography and gritty prison truthfulness .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2394,unlike most teen flicks  swimming taking its time to tell its story  casts mostly little-known performers in key tasks  and introduces some enigmatic ambiguity .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2395,what might have been a predictably heartwarming tale is suffused with technicalities .,Uncertain whether original or altered by a computer,3,textf_common,TRUE
2396,while mcfarlane's animation lifts the film firmly above the level of other coming of age films it's also so mismatch that it's hard to get back into the boys' story,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2397,while obviously aimed at kids  the country bears . . . should conservancy parents amused with its low groan-to-guffaw ratio .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2398,twenty years after its first release  e . t . t the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's misunderstood career .,Probably altered by a computer,4,bae_common,TRUE
2399,when not obscured by the booming bass-heavy soundtrack  the conversation presents the kind of linguistic ality not heard since macy gray's game of chinese whispers with mr bean .,Uncertain whether original or altered by a computer,3,bae_common,TRUE
2437,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes  by all means enjoy the new guy .,Probably written by a human with no computer alteration,2,orig_common,TRUE
2438,with so many bad romances out there  this is the kind of movie that deserves a chance to shine .,Probably written by a human with no computer alteration,2,orig_common,TRUE
2439,while the humor aspects of 'jason x' were far more entertaining than i had expected  evergthing else about the film tanks .,Very confident that it is altered by a computer,5,pruthi_common,TRUE
2440,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is nZegligible .,Uncertain whether original or altered by a computer,3,pruthi_common,TRUE
2441,well-shot but bwdly written tale set in a future ravaged by dragons .,Very confident that written by a human with no computer alteration,1,pruthi_common,TRUE
2442,walter hill's pulpy  stylized boxing melodrama undisputed circa overcomes its murky in-the-ring match-up with solid fight choreography and gritty prison truthfulness .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2443,unlike most teen flicks  swimming taking its time to tell its story  casts mostly little-known performers in key tasks  and introduces some enigmatic ambiguity .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2444,what might have been a predictably heartwarming tale is suffused with complication .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2445,while mcfarlane's animation lifts the film firmly above the level of other coming of age films it's also so mismatch that it's hard to get back into the boys' story,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2446,while obviously aimed at kids  the country bears . . . should conservancy parents amused with its low groan-to-guffaw ratio .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2447,twenty years after its first release  e . t . vestige the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's misunderstood career .,Probably written by a human with no computer alteration,2,textf_common,TRUE
2448,when not obscured by the booming bass-heavy soundtrack  the conversation presents the kind of linguistic ality not heard since macy gray's game of chinese whispers with mr bean .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
2449,yes  spirited away is a triumph of imagination  but it's also a ment of storytelling .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
2487,with so many bad romances out there  this is the kind of movie that deserves a chance to shine .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2488,while the humor aspects of 'jason x' were far more entertaining than i had expected  everything else about the film tanks .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2489,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is nZegligible .,Uncertain whether original or altered by a computer,3,pruthi_common,TRUE
2490,well-shot but bwdly written tale set in a future ravaged by dragons .,Very confident that written by a human with no computer alteration,1,pruthi_common,TRUE
2491,walter hill's pulpy  stylized boxing melodrama undisputed neaQrly overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity .,Very confident that it is altered by a computer,5,pruthi_common,TRUE
2492,unlike most teen flicks  swimming taking its time to tell its story  casts mostly little-known performers in key tasks  and introduces some enigmatic ambiguity .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2493,what might have been a predictably heartwarming tale is suffused with complication .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2494,while mcfarlane's animation lifts the film firmly above the level of other coming of age films it's also so discordant that it's hard to get back into the boys' story,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2495,while obviously aimed at kids  the country bears . . . should conservancy parents amused with its low groan-to-guffaw ratio .,Probably written by a human with no computer alteration,2,textf_common,TRUE
2496,twenty years after its first release  e . t . vestige the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's misunderstood career .,Uncertain whether original or altered by a computer,3,textf_common,TRUE
2497,when not obscured by the booming bass-heavy soundtrack  the conversation presents the kind of linguistic limped not heard since macy gray's game of chinese whispers with mr bean .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2498,yes  spirited away is a triumph of imagination  but it's also a ment of storytelling .,Probably written by a human with no computer alteration,2,bae_common,TRUE
2499,would be an unendurable viewing s for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on ing to inject her pure fantasy character  melanie carmichael  with a massive infusion of old-fashioned hollywood ers .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
2537,while the humor aspects of 'jason x' were far more entertaining than i had expected  everything else about the film tanks .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2538,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible .,Probably written by a human with no computer alteration,2,orig_common,TRUE
2539,well-shot but bwdly written tale set in a future ravaged by dragons .,Very confident that written by a human with no computer alteration,1,pruthi_common,TRUE
2540,walter hill's pulpy  stylized boxing melodrama undisputed neaQrly overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2541,unlike most teen flicks  swimming taoes its time to tell its story  casts mostly little-known performers in key roles  and introduces some intriguing ambiguity .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2542,what might have been a predictably heartwarming tale is suffused with complication .,Very confident that written by a human with no computer alteration,1,alzantot_common,TRUE
2543,while mcfarlane's animation lifts the film firmly above the level of other coming of age films it's also so discordant that it's hard to get back into the boys' story,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2544,while evidently aimed at kids  the nation bears . . . should keep parents amused with its low groan-to-guffaw proportion .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2545,twenty years after its first release  e . t . vestige the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's misunderstood career .,Uncertain whether original or altered by a computer,3,textf_common,TRUE
2546,when not obscured by the booming bass-heavy soundtrack  the conversation presents the kind of linguistic limped not heard since macy gray's game of chinese whispers with mr bean .,Uncertain whether original or altered by a computer,3,textf_common,TRUE
2547,yes  spirited away is a triumph of imagination  but it's also a dearth of storytelling .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2548,would be an unendurable viewing s for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on ing to inject her pure fantasy character  melanie carmichael  with a massive infusion of old-fashioned hollywood ers .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
2549,with the dog days of august upon us  think of this dog of a movie as the cinematic ifier of high humidity .,Probably written by a human with no computer alteration,2,bae_common,TRUE
2587,well-meaning to a fault  antwone fisher manages the dious feat of turning one man's triumph of will into everyman's romance comedy .,Very confident that it is altered by a computer,5,bae_common,TRUE
2588,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible .,Uncertain whether original or altered by a computer,3,orig_common,TRUE
2589,well-shot but badly written tale set in a future ravaged by dragons .,Very confident that written by a human with no computer alteration,1,orig_common,TRUE
2590,walter hill's pulpy  stylized boxing melodrama undisputed neaQrly overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2591,unlike most teen flicks  swimming taoes its time to tell its story  casts mostly little-known performers in key roles  and introduces some intriguing ambiguity .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2592,what might have been a predictably heartwarming tale is suffused with complexlty .,Probably written by a human with no computer alteration,2,pruthi_common,TRUE
2593,while mcfarlane's animation lifts the film firmly above the level of other coming of age films it's also so discordant that it's hard to get back into the boys' story,Uncertain whether original or altered by a computer,3,alzantot_common,TRUE
2594,while evidently aimed at kids  the nation bears . . . should keep parents amused with its low groan-to-guffaw proportion .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2595,twenty years after its first release  e . t . remains the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's alienated career .,Probably written by a human with no computer alteration,2,alzantot_common,TRUE
2596,when not obscured by the booming bass-heavy soundtrack  the conversation presents the kind of linguistic limped not heard since macy gray's game of chinese whispers with mr bean .,Probably altered by a computer,4,textf_common,TRUE
2597,yes  spirited away is a triumph of imagination  but it's also a dearth of storytelling .,Probably written by a human with no computer alteration,2,textf_common,TRUE
2598,would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character  melanie carmichael  with a massive intravenously of old-fashioned hollywood hallucinogenic .,Very confident that written by a human with no computer alteration,1,textf_common,TRUE
2599,with the dog days of august upon us  think of this dog of a movie as the cinematic ifier of high humidity .,Probably written by a human with no computer alteration,2,bae_common,TRUE
2637,well-meaning to a fault  antwone fisher manages the dious feat of turning one man's triumph of will into everyman's romance comedy .,Very confident that written by a human with no computer alteration,1,bae_common,TRUE
